Operateur;2G;3G;4G;city
Orange;1;1;1;grâces
Bouygue;1;1;1;quistinic
SFR;1;1;1;quistinic
Bouygue;1;1;1;trinité-sur-mer
Free;0;1;1;trinité-sur-mer
SFR;1;1;1;trinité-sur-mer
Bouygue;1;1;1;guingamp
Orange;1;1;1;guingamp
SFR;1;1;0;plouisy
SFR;1;1;1;pabu
Orange;1;1;1;trinité-sur-mer
SFR;1;1;1;pleumeur-gautier
Bouygue;1;1;1;guern
SFR;1;1;1;guern
SFR;1;1;1;brech
Free;0;1;1;brech
Bouygue;1;1;1;brech
Bouygue;1;1;0;pontrieux
SFR;1;1;0;pontrieux
Free;0;1;1;pontrieux
Orange;1;1;0;pontrieux
Bouygue;1;1;0;pleudaniel
Orange;0;1;0;ploumagoar
Free;0;1;1;saint-agathon
Bouygue;1;1;1;cléguérec
SFR;1;1;1;cléguérec
Orange;1;1;0;saint-gelven
Orange;1;1;0;pabu
SFR;1;1;0;ploumagoar
Bouygue;1;1;1;baud
Free;0;1;1;baud
SFR;1;1;1;baud
Free;0;1;1;cléguérec
Bouygue;1;1;1;pommerit-le-vicomte
Free;0;1;1;pommerit-le-vicomte
Bouygue;1;1;1;malguénac
SFR;1;1;1;malguénac
Orange;1;1;0;cléguérec
Orange;1;1;1;saint-agathon
Orange;1;1;1;saint-philibert
SFR;1;1;0;plésidy
Orange;0;0;0;pluvigner
Bouygue;1;1;0;saint-agathon
Orange;1;1;0;crach
Bouygue;1;1;1;crach
SFR;1;1;1;crach
Bouygue;1;0;0;plésidy
Orange;1;1;0;plésidy
SFR;1;1;1;auray
Bouygue;1;1;1;auray
Free;0;1;1;auray
SFR;1;1;0;canihuel
Bouygue;1;1;0;canihuel
Free;0;1;0;canihuel
Orange;1;1;0;canihuel
Orange;1;1;1;brech
Bouygue;1;0;0;pleubian
Orange;1;1;0;pleubian
SFR;1;1;1;pleubian
Bouygue;1;1;1;saint-clet
SFR;0;0;1;saint-clet
Free;0;1;1;saint-clet
Orange;1;1;1;auray
Orange;1;0;0;guern
Bouygue;1;1;1;île-d'houat
SFR;1;1;1;île-d'houat
Free;0;1;1;crach
Orange;1;1;1;baud
Bouygue;1;1;1;locmariaquer
Free;0;1;1;locmariaquer
SFR;1;1;1;locmariaquer
Orange;0;1;0;île-d'houat
SFR;1;1;1;pluvigner
Bouygue;1;1;1;pluvigner
Free;0;1;1;pluvigner
SFR;1;1;0;quemper-guézennec
Bouygue;1;1;1;quemper-guézennec
Free;0;1;1;lézardrieux
Orange;1;1;0;lézardrieux
Bouygue;1;1;0;lézardrieux
SFR;1;1;1;camors
Bouygue;1;1;1;camors
Free;0;1;1;camors
Orange;1;1;0;malguénac
Bouygue;1;1;1;caurel
SFR;1;1;1;caurel
Orange;1;1;1;locmariaquer
Orange;1;1;0;pluméliau
Free;0;1;1;corlay
Orange;1;1;0;haut-corlay
Bouygue;1;1;1;plourivo
SFR;0;1;0;plourivo
Bouygue;1;1;1;pluméliau
SFR;1;1;1;pluméliau
SFR;1;1;0;saint-connan
Bouygue;1;1;0;saint-connan
Free;0;1;0;saint-connan
Orange;1;1;0;saint-connan
Orange;1;1;0;sainte-anne-d'auray
SFR;1;1;1;sourn
Bouygue;1;1;1;sourn
Bouygue;1;1;1;corlay
SFR;1;1;1;corlay
Orange;1;1;0;bono
Bouygue;1;1;1;bono
SFR;1;1;1;bono
Bouygue;1;1;1;pluneret
Free;0;1;0;pluneret
SFR;1;1;1;pluneret
Free;0;1;1;pluméliau
SFR;1;1;1;lanrodec
Free;0;1;1;mûr-de-bretagne
Orange;1;1;1;mûr-de-bretagne
SFR;1;1;1;pontivy
Bouygue;1;1;1;pontivy
SFR;1;1;1;neulliac
Bouygue;1;1;1;neulliac
Orange;1;0;0;saint-jean-kerdaniel
Orange;1;1;0;paimpol
Orange;1;1;0;pontivy
Bouygue;1;1;0;ploubazlanec
Bouygue;1;1;1;guénin
SFR;1;1;1;guénin
Free;0;1;1;guénin
Orange;1;1;0;guénin
SFR;0;1;1;ploubazlanec
Free;0;1;1;ploubazlanec
SFR;1;1;0;paimpol
Bouygue;1;1;0;plouagat
Free;0;1;1;paimpol
Orange;1;1;1;arzon
Orange;1;1;1;baden
SFR;1;1;1;baden
Bouygue;1;1;1;baden
Free;0;1;1;baden
Bouygue;1;1;1;plumergat
Free;0;1;1;plumergat
SFR;1;1;1;plumergat
SFR;1;1;1;arzon
Bouygue;1;1;1;arzon
Bouygue;1;1;1;paimpol
Orange;1;1;0;brandivy
Orange;1;1;0;pléhédel
Orange;1;1;1;ploubazlanec
SFR;1;1;1;saint-thuriau
Bouygue;1;1;1;saint-thuriau
Bouygue;1;1;1;mûr-de-bretagne
SFR;1;1;1;mûr-de-bretagne
Free;0;1;1;plougoumelen
SFR;1;1;1;plougoumelen
Bouygue;1;1;1;plougoumelen
Orange;1;1;0;plougoumelen
Bouygue;1;1;0;lanvollon
Free;0;1;1;lanvollon
Orange;0;1;1;tressignaux
Bouygue;1;1;1;île-de-bréhat
SFR;1;1;0;île-de-bréhat
SFR;0;1;1;ploeren
Bouygue;1;1;1;ploeren
Orange;1;1;0;saint-guen
Orange;1;1;0;île-de-bréhat
Orange;1;1;0;plumelin
Bouygue;1;1;1;plumelin
SFR;0;0;1;plumelin
SFR;1;1;0;plélo
SFR;1;1;1;plouézec
Bouygue;1;1;1;plouézec
Free;0;1;1;plélo
Orange;1;1;0;plélo
Orange;1;1;1;plouézec
SFR;1;1;0;cohiniac
Bouygue;1;1;1;saint-gildas-de-rhuys
Orange;1;1;1;saint-gildas-de-rhuys
SFR;1;1;1;saint-gildas-de-rhuys
Orange;1;1;0;île-aux-moines
Orange;1;1;1;ploeren
Free;0;1;1;ploeren
Bouygue;1;1;1;saint-gérand
SFR;1;1;1;saint-gérand
SFR;1;1;0;arradon
Orange;1;1;1;lanfains
SFR;1;1;0;plouha
Bouygue;1;1;0;plélo
Bouygue;1;1;0;noyal-pontivy
SFR;1;1;0;noyal-pontivy
Orange;1;1;1;noyal-pontivy
Orange;1;1;0;arradon
Bouygue;1;1;1;saint-brandan
Free;0;1;0;saint-brandan
SFR;1;1;0;saint-brandan
Bouygue;1;1;1;arradon
SFR;1;1;0;sarzeau
SFR;0;0;1;grand-champ
Orange;1;1;0;grand-champ
Bouygue;1;1;1;grand-champ
Orange;1;1;0;locminé
Free;0;1;1;saint-donan
Bouygue;1;1;1;plouha
Bouygue;1;1;1;sarzeau
Orange;1;1;1;plouha
Bouygue;1;1;1;moréac
SFR;1;1;1;moréac
Orange;1;1;0;plescop
SFR;1;1;1;plescop
Bouygue;1;1;1;plescop
Free;0;1;1;plescop
SFR;1;1;0;saint-donan
Free;0;1;1;grand-champ
Orange;0;0;0;plouvara
Free;0;1;1;locminé
Orange;1;1;1;moréac
Bouygue;1;1;1;moustoir-ac
SFR;1;1;1;moustoir-ac
SFR;1;1;0;lantic
Orange;1;1;1;sarzeau
Free;0;1;0;sarzeau
Orange;1;1;1;évellys
Bouygue;1;1;1;évellys
SFR;1;1;1;évellys
Free;0;1;0;évellys
Orange;1;1;0;moustoir-ac
Orange;1;1;0;vannes
Bouygue;1;1;0;saint-thélo
SFR;1;1;0;saint-thélo
Free;0;1;0;saint-thélo
Orange;1;1;0;saint-thélo
Orange;1;1;0;saint-gonnery
Orange;1;1;0;plerneuf
SFR;1;1;0;plerneuf
SFR;0;1;0;vannes
Orange;1;1;0;trégomeur
Orange;1;1;0;colpo
Free;0;1;1;moréac
Bouygue;1;1;1;colpo
SFR;0;0;1;colpo
SFR;1;1;0;séné
Bouygue;1;1;1;vannes
Free;0;1;0;vannes
Bouygue;1;1;1;meucon
SFR;1;1;1;meucon
Free;0;1;1;meucon
Orange;1;1;0;saint-donan
Bouygue;1;1;1;allineuc
SFR;1;1;1;allineuc
Orange;1;1;1;tréveneuc
Free;0;1;1;allineuc
Orange;1;1;0;locmaria-grand-champ
Orange;1;1;0;saint-avé
Orange;1;1;0;plœuc-l'hermitage
Orange;1;1;1;bignan
Bouygue;1;1;1;bignan
Free;0;1;1;bignan
SFR;1;1;1;bignan
Orange;1;0;0;saint-brandan
Orange;1;1;0;locqueltas
Bouygue;1;1;0;plaintel
SFR;1;0;0;plaintel
Free;0;1;1;plaintel
SFR;1;1;0;étables-sur-mer
Bouygue;1;1;1;étables-sur-mer
Orange;1;1;0;étables-sur-mer
Orange;1;1;1;plaintel
Bouygue;1;1;1;séné
Orange;1;1;0;loudéac
Orange;1;1;0;séné
Free;0;1;1;séné
Bouygue;1;1;1;crédin
SFR;1;1;1;crédin
Orange;1;1;0;trévé
Bouygue;1;1;1;binic
SFR;1;1;0;binic
Orange;1;1;1;binic
SFR;1;1;1;saint-avé
Bouygue;1;1;1;saint-avé
Free;0;1;1;saint-avé
Bouygue;1;1;0;saint-armel
Free;0;1;0;saint-quay-portrieux
Orange;1;1;1;saint-quay-portrieux
Free;0;1;1;saint-armel
SFR;1;1;0;pordic
Bouygue;1;1;1;pordic
Orange;1;1;0;grâce-uzel
Orange;1;1;1;pordic
SFR;1;0;0;saint-allouestre
Orange;1;1;0;saint-allouestre
Orange;1;1;0;ploufragan
Bouygue;1;1;1;loudéac
Free;0;1;1;loudéac
SFR;1;1;1;loudéac
Orange;1;1;0;réguiny
SFR;0;1;0;saint-brieuc
Orange;1;1;0;saint-brieuc
SFR;1;1;0;ploufragan
Free;0;1;0;ploufragan
Bouygue;1;1;1;grâce-uzel
SFR;1;1;1;grâce-uzel
SFR;1;1;1;saint-jean-brévelay
Bouygue;1;1;1;saint-jean-brévelay
Free;0;1;1;saint-jean-brévelay
Bouygue;1;1;1;ploufragan
Bouygue;1;1;1;saint-brieuc
Free;0;1;1;saint-brieuc
Free;0;1;1;rohan
Orange;1;1;0;rohan
Orange;1;1;1;plérin
Bouygue;1;1;1;plérin
Free;0;1;1;motte
Free;0;1;1;plérin
SFR;1;1;0;plérin
Orange;1;1;0;theix-noyalo
Bouygue;1;1;1;plaudren
SFR;1;1;1;plaudren
SFR;1;1;0;plœuc-l'hermitage
Bouygue;1;1;0;plœuc-l'hermitage
Free;0;1;1;plœuc-l'hermitage
Orange;1;1;0;trégueux
Bouygue;1;1;1;tour-du-parc
SFR;0;0;1;tour-du-parc
Bouygue;1;1;1;monterblanc
Free;0;1;0;monterblanc
SFR;1;1;1;monterblanc
Orange;1;1;0;monterblanc
Free;0;1;1;theix-noyalo
Bouygue;1;1;1;theix-noyalo
SFR;0;0;1;theix-noyalo
Orange;1;1;0;saint-nolff
Bouygue;1;1;1;plédran
SFR;1;1;0;plédran
Free;0;1;1;plédran
Orange;1;1;0;motte
Orange;1;1;0;plédran
SFR;0;1;0;saint-nolff
Free;0;1;1;bréhan
Bouygue;1;1;1;bréhan
SFR;1;1;1;bréhan
Bouygue;1;1;1;saint-nolff
Free;0;1;1;buléon
Bouygue;1;1;1;buléon
SFR;1;1;1;buléon
Orange;1;1;1;bréhan
Free;0;1;1;trégueux
SFR;1;1;0;hénon
Free;0;1;0;hénon
Orange;1;1;0;hénon
SFR;1;1;0;trégueux
Bouygue;1;1;1;pleugriffet
SFR;1;1;1;pleugriffet
SFR;1;1;1;plouguenast
Orange;1;1;0;plouguenast
Bouygue;1;1;1;plouguenast
Orange;1;1;0;surzur
Orange;1;1;0;buléon
Free;0;1;0;langueux
Bouygue;1;1;1;trégueux
Orange;1;1;1;langueux
Bouygue;1;1;1;surzur
SFR;0;0;1;surzur
Free;0;1;1;surzur
Orange;1;1;0;yffiniac
Orange;1;1;1;plumelec
SFR;1;1;1;plumelec
Free;0;1;1;plumelec
Bouygue;1;1;1;plumelec
SFR;1;1;1;treffléan
Bouygue;1;1;1;treffléan
Orange;1;1;1;prénessaye
Bouygue;1;1;1;prénessaye
SFR;1;1;1;prénessaye
Bouygue;1;1;0;guégon
SFR;1;1;0;guégon
Bouygue;1;1;0;hénon
Orange;1;1;1;trinité-surzur
Bouygue;1;1;1;trinité-surzur
SFR;1;1;1;trinité-surzur
Bouygue;1;1;0;damgan
Orange;1;1;1;damgan
SFR;1;1;0;damgan
Free;0;1;0;damgan
Bouygue;1;1;1;yffiniac
SFR;1;1;0;plémy
Orange;1;0;0;forges
Orange;1;1;1;elven
Bouygue;1;1;1;elven
Bouygue;1;1;1;quessoy
Free;0;1;1;quessoy
Orange;1;1;0;quessoy
SFR;1;0;0;quessoy
SFR;1;1;1;elven
Free;0;1;1;elven
Orange;1;1;1;piriac-sur-mer
SFR;1;1;0;piriac-sur-mer
SFR;1;1;0;trédion
Bouygue;1;1;0;trédion
Free;0;1;0;trédion
Orange;1;1;0;trédion
Bouygue;1;1;0;hillion
SFR;0;1;0;yffiniac
Free;0;1;1;yffiniac
Free;0;1;0;sulniac
SFR;1;1;1;sulniac
Bouygue;1;1;1;sulniac
Bouygue;1;1;1;langast
SFR;1;1;1;langast
Free;0;1;1;langast
Bouygue;1;1;1;piriac-sur-mer
SFR;1;1;1;croisic
Bouygue;1;1;1;croisic
Orange;1;1;1;croisic
Free;0;1;1;croisic
Bouygue;1;1;1;moulins
SFR;1;1;0;moulins
Orange;1;1;0;hillion
Orange;1;1;0;vraie-croix
SFR;1;1;1;vraie-croix
Bouygue;1;1;1;vraie-croix
Free;0;1;1;vraie-croix
SFR;1;1;1;hillion
Orange;1;1;1;turballe
SFR;1;0;0;pommeret
Free;0;1;1;piriac-sur-mer
Bouygue;1;1;1;lanouée
SFR;0;0;1;lanouée
Free;0;1;1;lanouée
Bouygue;1;1;1;plumieux
SFR;1;1;1;plumieux
Free;0;1;0;plumieux
Free;0;1;1;batz-sur-mer
Bouygue;1;1;1;batz-sur-mer
Orange;1;1;1;batz-sur-mer
SFR;1;1;1;batz-sur-mer
Orange;1;1;1;guégon
SFR;1;1;1;berric
Bouygue;1;1;1;berric
Orange;1;1;0;cours
Bouygue;1;1;1;turballe
SFR;1;1;1;turballe
Free;0;1;1;turballe
Free;0;1;1;josselin
Free;0;1;1;mené
SFR;0;0;1;mené
Bouygue;1;1;1;mené
Bouygue;1;1;0;lizio
Free;0;1;0;lizio
SFR;1;1;0;lizio
Orange;1;1;0;lizio
Orange;1;1;1;mesquer
Bouygue;1;1;1;mesquer
SFR;0;1;0;mesquer
Free;0;1;1;mesquer
Bouygue;1;1;1;ambon
SFR;1;1;0;ambon
Orange;1;1;0;ambon
Bouygue;1;1;1;sérent
SFR;1;1;1;sérent
Orange;1;1;0;sérent
Bouygue;1;1;1;coëtmieux
Orange;1;1;1;moulins
SFR;1;1;1;coëtmieux
Free;0;1;1;coëtmieux
Orange;1;1;1;coëtmieux
Orange;1;1;1;guérande
Bouygue;1;1;1;croix-helléan
SFR;1;1;1;croix-helléan
Orange;1;1;0;pénestin
Bouygue;1;1;1;pénestin
SFR;1;1;1;pénestin
Free;0;1;1;pénestin
Orange;1;1;0;planguenoual
SFR;1;1;0;planguenoual
Orange;1;1;1;pouliguen
SFR;1;1;1;pouliguen
Bouygue;1;1;1;pouliguen
Free;0;1;1;sérent
SFR;1;1;1;guérande
Bouygue;1;1;1;guérande
Free;0;1;1;guillac
Bouygue;1;1;1;saint-guyomard
SFR;1;1;1;saint-guyomard
Free;0;1;1;saint-guyomard
Bouygue;1;1;1;laurenan
SFR;1;1;1;laurenan
Bouygue;1;1;1;noyal-muzillac
SFR;1;1;1;noyal-muzillac
Orange;1;1;1;mené
Orange;1;1;1;baule-escoublac
Bouygue;1;1;1;baule-escoublac
SFR;1;1;0;baule-escoublac
SFR;1;1;1;lamballe
SFR;1;1;0;mohon
Free;0;1;0;mohon
Orange;1;1;0;mohon
Bouygue;1;1;0;mohon
Free;0;1;0;pléneuf-val-andré
SFR;1;1;0;pléneuf-val-andré
Orange;1;1;0;pléneuf-val-andré
Free;0;1;0;guérande
Bouygue;1;1;1;guillac
SFR;1;1;1;guillac
Free;0;1;1;île-d'yeu
SFR;1;1;1;île-d'yeu
Orange;1;1;1;île-d'yeu
Bouygue;1;1;0;île-d'yeu
Bouygue;1;1;1;pléneuf-val-andré
Bouygue;1;1;1;saint-alban
Orange;1;1;0;saint-alban
SFR;1;1;1;questembert
Orange;1;1;1;questembert
Bouygue;1;1;1;questembert
Free;0;1;1;baule-escoublac
Orange;1;1;0;saint-molf
Bouygue;1;1;0;saint-molf
Orange;1;1;0;guillac
Orange;1;1;1;gomené
Orange;1;1;1;lamballe
Bouygue;1;0;1;lamballe
Free;0;1;0;gomené
SFR;1;1;0;assérac
Bouygue;1;1;1;arzal
SFR;1;1;1;arzal
Orange;1;1;1;taupont
Bouygue;1;1;1;ménéac
SFR;1;1;1;ménéac
Free;0;1;0;ménéac
SFR;1;1;0;malhoure
Free;0;1;1;lamballe
Orange;1;1;0;arzal
Free;0;1;1;arzal
Orange;0;0;0;assérac
Bouygue;1;1;1;saint-vran
SFR;1;1;1;saint-vran
Free;0;1;0;saint-vran
Bouygue;1;1;0;val d'oust
Free;0;1;1;val d'oust
Orange;1;1;1;val d'oust
SFR;1;1;0;saint-marcel
Bouygue;1;1;0;saint-marcel
Orange;1;1;1;pornichet
Orange;1;1;0;noyal
SFR;1;1;0;noyal
Bouygue;1;1;1;guilliers
SFR;1;1;1;guilliers
Bouygue;1;1;1;pornichet
SFR;1;1;1;pornichet
Free;0;1;1;pornichet
Orange;1;1;1;malestroit
Free;0;1;1;malestroit
Bouygue;1;1;1;malestroit
SFR;1;1;1;malestroit
Free;0;1;1;ploërmel
Orange;1;1;1;ploërmel
Bouygue;1;1;1;férel
Free;0;1;1;férel
Orange;1;1;1;férel
SFR;1;1;0;férel
Free;0;1;1;péaule
Bouygue;1;1;1;ploërmel
SFR;1;1;1;ploërmel
SFR;1;1;1;erquy
Orange;1;1;0;péaule
Bouygue;1;1;1;erquy
Orange;1;1;1;noirmoutier-en-l'île
SFR;0;1;0;noirmoutier-en-l'île
Orange;1;1;0;saint-andré-des-eaux
Free;0;1;0;saint-andré-des-eaux
Orange;1;1;0;merdrignac
Bouygue;1;1;1;merdrignac
SFR;1;1;1;merdrignac
Orange;1;1;1;erquy
SFR;1;1;0;évriguet
Bouygue;1;1;0;évriguet
Free;0;1;0;évriguet
Orange;1;1;0;évriguet
Bouygue;1;0;0;plestan
Free;0;1;0;plestan
Orange;1;1;1;plestan
SFR;1;1;0;herbignac
Bouygue;1;1;1;limerzel
SFR;1;1;1;limerzel
Free;0;1;1;limerzel
Free;0;1;1;erquy
Bouygue;1;1;1;saint-andré-des-eaux
Orange;1;1;1;rochefort-en-terre
SFR;1;1;1;saint-andré-des-eaux
Bouygue;1;1;1;herbignac
Free;0;1;1;herbignac
Orange;1;1;1;saint-nazaire
SFR;1;1;0;saint-lyphard
Bouygue;1;1;0;plénée-jugon
SFR;0;1;0;plénée-jugon
Free;0;1;0;plénée-jugon
Orange;0;1;0;plénée-jugon
Orange;1;1;1;herbignac
Free;0;1;1;noirmoutier-en-l'île
Orange;1;1;0;saint-lyphard
Bouygue;1;1;1;noirmoutier-en-l'île
Bouygue;1;1;0;hénansal
Free;0;1;1;hénansal
Bouygue;1;1;1;péaule
SFR;1;1;1;péaule
Bouygue;1;1;1;saint-nazaire
SFR;1;1;1;saint-nazaire
Bouygue;1;1;0;saint-lyphard
Orange;1;1;0;tramain
SFR;1;0;0;tramain
SFR;1;1;1;malansac
Bouygue;1;1;1;malansac
Bouygue;1;1;1;saint-launeuc
SFR;1;1;1;saint-launeuc
Free;0;1;1;saint-nazaire
Orange;1;1;1;malansac
Orange;1;1;0;guérinière
Bouygue;1;1;1;guérinière
SFR;1;1;1;guérinière
Orange;1;1;1;nivillac
Bouygue;1;1;0;nivillac
SFR;1;0;0;nivillac
Free;0;1;0;guérinière
Bouygue;1;1;0;saint-congard
SFR;1;1;0;saint-congard
Free;0;1;0;saint-congard
Orange;1;1;0;saint-congard
Orange;0;0;0;fréhel
Bouygue;1;1;0;fréhel
SFR;1;1;0;hénanbihen
Orange;1;1;1;hénanbihen
Bouygue;1;1;1;caden
SFR;1;1;1;caden
Free;0;1;1;caden
Bouygue;1;1;0;tréhorenteuc
SFR;1;1;0;tréhorenteuc
Free;0;1;0;tréhorenteuc
Orange;1;1;0;tréhorenteuc
Orange;1;1;0;caro
Orange;1;1;1;chapelle-des-marais
Bouygue;1;1;0;chapelle-des-marais
SFR;1;1;0;chapelle-des-marais
Free;0;1;1;jugon-les-lacs - commune nouvelle
Bouygue;1;1;1;néant-sur-yvel
SFR;1;1;1;néant-sur-yvel
Bouygue;1;1;1;jugon-les-lacs - commune nouvelle
Bouygue;1;1;1;campénéac
SFR;1;1;1;campénéac
Orange;1;1;0;plaine-sur-mer
Orange;1;1;0;préfailles
SFR;1;1;0;fréhel
Bouygue;1;1;1;plaine-sur-mer
SFR;1;1;1;plaine-sur-mer
Free;0;1;1;plaine-sur-mer
SFR;1;1;0;jugon-les-lacs - commune nouvelle
Orange;1;1;0;jugon-les-lacs - commune nouvelle
Orange;1;1;0;barbâtre
Bouygue;1;1;1;ruffiac
SFR;1;1;1;ruffiac
Free;0;1;1;ruffiac
Free;0;1;0;trignac
Orange;1;1;1;trignac
Bouygue;1;1;1;trémorel
Bouygue;1;1;1;trignac
Bouygue;1;1;1;barbâtre
SFR;1;1;1;trémorel
Free;0;1;1;trémorel
Free;0;1;1;barbâtre
SFR;1;1;1;barbâtre
Orange;1;1;0;campénéac
Free;0;1;1;campénéac
SFR;1;1;1;mauron
Bouygue;1;1;1;mauron
Free;0;1;0;mauron
Orange;1;1;1;mauron
Orange;1;1;0;lanrelas
Orange;1;1;1;peillac
Orange;1;1;0;trémorel
SFR;1;1;0;saint-joachim
SFR;1;1;1;trignac
SFR;1;1;1;saint-jacut-les-pins
Bouygue;1;1;1;saint-jacut-les-pins
Bouygue;1;1;0;saint-joachim
Orange;1;1;1;notre-dame-de-monts
Orange;1;1;1;saint-joachim
Free;0;1;1;saint-joachim
Bouygue;1;1;1;notre-dame-de-monts
SFR;1;1;1;notre-dame-de-monts
SFR;1;1;1;béganne
Bouygue;1;1;1;béganne
Orange;1;1;0;saint-michel-chef-chef
Orange;1;1;0;saint-jean-de-monts
Orange;1;1;1;montoir-de-bretagne
Orange;1;1;0;saint-dolay
Bouygue;1;1;1;plumaugat
SFR;1;1;1;plumaugat
Orange;1;1;0;saint-brevin-les-pins
Orange;1;1;0;plévenon
Orange;0;1;1;saint-malo-de-guersac
Bouygue;1;1;1;broons
Free;0;1;1;broons
Free;0;1;1;saint-michel-chef-chef
SFR;1;1;1;saint-malo-de-guersac
Bouygue;1;1;1;saint-malo-de-guersac
Orange;1;1;0;pluduno
Bouygue;1;1;1;saint-brevin-les-pins
SFR;1;1;1;saint-brevin-les-pins
Orange;1;1;0;missillac
SFR;1;1;0;missillac
Bouygue;1;1;1;missillac
SFR;1;1;1;montoir-de-bretagne
Orange;1;1;1;broons
Bouygue;1;1;1;saint-michel-chef-chef
SFR;1;1;1;saint-michel-chef-chef
Bouygue;1;1;1;montoir-de-bretagne
Orange;1;1;0;monteneuf
Orange;0;1;1;crossac
SFR;1;1;0;crossac
Bouygue;1;1;0;crossac
Free;0;1;0;matignon
Orange;1;1;0;matignon
SFR;1;1;1;pornic
Orange;1;1;1;pornic
Bouygue;1;1;1;pornic
Free;0;1;1;paimpont
Bouygue;1;1;1;paimpont
SFR;1;1;1;paimpont
Orange;1;1;0;paimpont
Bouygue;1;1;0;pluduno
Orange;1;1;0;barre-de-monts
Bouygue;1;1;0;barre-de-monts
SFR;1;1;0;barre-de-monts
Free;0;1;1;barre-de-monts
Orange;1;1;0;saint-père-en-retz
SFR;1;1;1;plélan-le-petit
Bouygue;1;1;1;plélan-le-petit
Bouygue;1;1;1;porcaro
Orange;1;1;1;porcaro
SFR;1;1;1;porcaro
Orange;1;1;1;hendaye
SFR;1;1;1;hendaye
Free;0;1;1;hendaye
Orange;1;1;1;saint-cast-le-guildo
Free;0;1;1;allaire
Bouygue;1;1;1;allaire
SFR;1;1;1;allaire
SFR;1;1;1;saint-cast-le-guildo
SFR;1;1;0;broons
Bouygue;1;1;1;saint-cast-le-guildo
Free;0;1;1;pornic
Bouygue;1;1;1;gaël
SFR;1;1;1;gaël
Free;0;1;1;gaël
Free;0;1;1;montoir-de-bretagne
Bouygue;1;1;1;hendaye
Bouygue;1;1;1;saint-dolay
SFR;1;1;1;saint-dolay
Free;0;1;1;saint-dolay
Orange;1;1;0;plélan-le-petit
Orange;1;1;1;allaire
Orange;1;1;1;corsept
SFR;1;1;1;pontchâteau
Orange;1;1;1;plancoët
Bouygue;1;1;1;plancoët
SFR;1;1;1;plancoët
Free;0;1;1;plancoët
Bouygue;1;1;1;saint-jean-de-monts
Bouygue;1;1;1;saint-méen-le-grand
SFR;1;1;1;saint-méen-le-grand
Orange;1;1;1;urrugne
SFR;1;1;1;urrugne
Free;0;1;1;urrugne
Bouygue;1;1;1;urrugne
SFR;1;1;1;saint-jean-de-monts
Free;0;1;1;saint-jean-de-monts
Orange;1;1;1;saint-méen-le-grand
Orange;1;1;0;beignon
SFR;1;1;1;biriatou
Free;0;1;1;saint-méen-le-grand
Orange;1;1;0;biriatou
Free;0;1;1;biriatou
Orange;1;1;1;donges
Bouygue;1;1;0;donges
Orange;1;1;1;gacilly
SFR;1;1;1;gacilly
Bouygue;1;1;1;gacilly
Orange;1;1;1;saint-malo-de-beignon
Bouygue;1;1;1;saint-malo-de-beignon
SFR;1;1;0;rieux
Orange;1;1;0;caulnes
Orange;1;1;0;rieux
Orange;1;1;0;carentoir
Bouygue;1;1;1;carentoir
Free;0;1;1;carentoir
SFR;1;1;1;carentoir
Bouygue;1;1;1;pontchâteau
SFR;1;1;1;besné
Free;0;1;1;besné
Orange;1;1;1;besné
Orange;1;1;1;saint-hilaire-de-riez
Orange;1;1;1;pontchâteau
Bouygue;1;1;1;beauvoir-sur-mer
SFR;1;1;1;beauvoir-sur-mer
Free;0;1;1;beauvoir-sur-mer
Bouygue;1;0;0;saint-jouan-de-l'isle
Bouygue;1;1;1;biriatou
Free;0;1;1;donges
SFR;1;1;0;donges
Orange;1;1;0;crouais
Orange;1;1;1;bernerie-en-retz
SFR;1;1;1;guer
Bouygue;1;1;1;guer
Orange;1;1;1;guer
Orange;1;1;0;trégon
SFR;1;1;1;landec
Orange;1;1;0;landec
Bouygue;1;1;1;landec
Free;0;1;1;landec
Bouygue;1;1;1;saint-jacut-de-la-mer
SFR;1;1;1;saint-jacut-de-la-mer
Orange;1;1;0;saint-jacut-de-la-mer
SFR;1;1;1;saint-hilaire-de-riez
Free;0;1;1;saint-hilaire-de-riez
Bouygue;1;1;0;saint-hilaire-de-riez
Orange;1;1;1;beauvoir-sur-mer
Bouygue;1;1;1;corseul
SFR;1;1;1;corseul
SFR;1;1;0;sévérac
Bouygue;1;1;1;redon
Free;0;1;1;redon
SFR;1;1;0;saint-père-en-retz
SFR;1;1;0;redon
Orange;1;1;1;redon
Free;0;1;1;guer
Bouygue;1;1;1;caulnes
Free;0;1;1;caulnes
SFR;1;1;1;caulnes
Bouygue;1;1;1;saint-père-en-retz
Free;0;1;1;saint-père-en-retz
SFR;1;1;0;quédillac
Bouygue;1;1;0;saint-nicolas-de-redon
SFR;1;1;0;plélan-le-grand
Free;0;1;0;plélan-le-grand
SFR;1;1;0;sixt-sur-aff
Bouygue;1;1;1;bernerie-en-retz
SFR;1;1;1;bernerie-en-retz
Orange;1;1;0;paimbœuf
Bouygue;1;1;1;paimbœuf
SFR;1;1;0;paimbœuf
SFR;1;1;1;saint-gervais
Bouygue;1;1;1;saint-gervais
Orange;1;1;1;moutiers-en-retz
Orange;1;1;0;sixt-sur-aff
Bouygue;1;1;0;sixt-sur-aff
Free;0;1;1;sixt-sur-aff
Orange;1;1;0;bouin
Bouygue;1;1;0;saint-gildas-des-bois
